study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	study_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB6456	SAMEA2580034	ERS473152	ERX491052	ERR525817	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2256031862;2182750778	dafa5180ec0f8beb9ff423ef5aed83bd;719297fec97d7ce8e5b3a01b780d334f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525817/ERR525817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525817/ERR525817_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525817/ERR525817_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525817/ERR525817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525817/ERR525817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525817/ERR525817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525817/272_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525817/272_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525817	272_4M	Stool sample from spanish
PRJEB6456	SAMEA2580035	ERS473153	ERX491053	ERR525818	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1239257660;1195520614	dc0825d067a32d6bf9e5b89787e680b0;0c5915d931669bc24897bd1e41c06f55	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525818/ERR525818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525818/ERR525818_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525818/ERR525818_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525818/ERR525818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525818/ERR525818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525818/ERR525818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525818/272_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525818/272_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525818	272_B	Stool sample from spanish
PRJEB6456	SAMEA2580036	ERS473154	ERX491054	ERR525819	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1741538139;1696588001	5472343a07b53cb18d4c1f09c808e5db;e00685a68c8a530ed764ad6bdb6a42f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525819/ERR525819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525819/ERR525819_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525819/ERR525819_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525819/ERR525819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525819/ERR525819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525819/ERR525819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525819/272_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525819/272_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525819	272_M	Stool sample from spanish
PRJEB6456	SAMEA2580037	ERS473155	ERX491055	ERR525820	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1634415253;1584849008	4b8581ae9978d4314b96fa9d3d58dab6;10a5957001a9f601fb2962a73c73a1e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525820/ERR525820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525820/ERR525820_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525820/ERR525820_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525820/ERR525820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525820/ERR525820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525820/ERR525820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525820/274_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525820/274_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525820	274_12M	Stool sample from spanish
PRJEB6456	SAMEA2580038	ERS473156	ERX491056	ERR525821	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1937746600;1960742935	97a615c1a05c0bdfa345a04afcabe0fa;007f66902db395c09366864f2d581327	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525821/ERR525821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525821/ERR525821_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525821/ERR525821_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525821/ERR525821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525821/ERR525821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525821/ERR525821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525821/274_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525821/274_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525821	274_4M	Stool sample from spanish
PRJEB6456	SAMEA2580039	ERS473157	ERX491057	ERR525822	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1318366297;1284724955	531db9b52396921552c4ed54ba121f4b;051fa9a9e55d598311d456b489d5595b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525822/ERR525822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525822/ERR525822_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525822/ERR525822_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525822/ERR525822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525822/ERR525822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525822/ERR525822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525822/274_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525822/274_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525822	274_B	Stool sample from spanish
PRJEB6456	SAMEA2580040	ERS473158	ERX491058	ERR525823	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1669833561;1607009834	76608a0a8b137e59e91d05849baf2029;0c2c901c83f58fa86081a296c0f2faa5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525823/ERR525823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525823/ERR525823_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525823/ERR525823_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525823/ERR525823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525823/ERR525823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525823/ERR525823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525823/274_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525823/274_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525823	274_M	Stool sample from spanish
PRJEB6456	SAMEA2580041	ERS473159	ERX491059	ERR525824	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1697044496;1649259642	6675abebdc613c656481948835fb3047;5a96fb9823c46b7acdb061930509736c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525824/ERR525824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525824/ERR525824_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525824/ERR525824_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525824/ERR525824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525824/ERR525824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525824/ERR525824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525824/275_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525824/275_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525824	275_12M	Stool sample from spanish
PRJEB6456	SAMEA2580042	ERS473160	ERX491060	ERR525825	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1255647462;1249805735	1f8c8d8ba166d1e55e0c3dbae2280888;0c9f1811c0ed213ed28455b6309ccc25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525825/ERR525825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525825/ERR525825_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525825/ERR525825_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525825/ERR525825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525825/ERR525825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525825/ERR525825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525825/275_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525825/275_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525825	275_4M	Stool sample from spanish
PRJEB6456	SAMEA2580043	ERS473161	ERX491061	ERR525826	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1409841938;1365955919	aa30687408919b3f6e873695cfdc19f9;3b6cb46184374e2899520cf89027962b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525826/ERR525826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525826/ERR525826_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525826/ERR525826_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525826/ERR525826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525826/ERR525826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525826/ERR525826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525826/275_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525826/275_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525826	275_B	Stool sample from spanish
PRJEB6456	SAMEA2580044	ERS473162	ERX491062	ERR525827	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1658904038;1606257242	cf881df3f3e2a4d59b067cdafeb3515f;7b83eaac565a116fbe4cfbe43088d7d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525827/ERR525827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525827/ERR525827_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525827/ERR525827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525827/ERR525827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525827/ERR525827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525827/ERR525827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525827/275_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525827/275_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525827	275_M	Stool sample from spanish
PRJEB6456	SAMEA2580045	ERS473163	ERX491063	ERR525828	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1742197202;1675576314	d2d5ca05957512d3efd0bd5c1d2a5bab;8a88d546bf1be69782d4cf5d1697f0ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525828/ERR525828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525828/ERR525828_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525828/ERR525828_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525828/ERR525828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525828/ERR525828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525828/ERR525828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525828/276_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525828/276_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525828	276_12M	Stool sample from spanish
PRJEB6456	SAMEA2580046	ERS473164	ERX491064	ERR525829	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1573107539;1576522847	e886c3c60cb89167061bb814ea1dd136;f0f01db6cac26bb7cc7a2f96e70d348f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525829/ERR525829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525829/ERR525829_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525829/ERR525829_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525829/ERR525829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525829/ERR525829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525829/ERR525829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525829/276_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525829/276_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525829	276_4M	Stool sample from spanish
PRJEB6456	SAMEA2580047	ERS473165	ERX491065	ERR525830	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1406773840;1360338454	fe94d658c94442c67a2cdc19b0b14d71;246f1b1d7efc605f9c56ccdae1ad3ac4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525830/ERR525830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525830/ERR525830_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525830/ERR525830_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525830/ERR525830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525830/ERR525830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525830/ERR525830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525830/276_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525830/276_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525830	276_B	Stool sample from spanish
PRJEB6456	SAMEA2580048	ERS473166	ERX491066	ERR525831	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1411125251;1358015843	e35a64e330dbe2308640c3a7504b2c43;e3d648c80c40591935e88db28ae410fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525831/ERR525831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525831/ERR525831_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525831/ERR525831_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525831/ERR525831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525831/ERR525831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525831/ERR525831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525831/276_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525831/276_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525831	276_M	Stool sample from spanish
PRJEB6456	SAMEA2580049	ERS473167	ERX491067	ERR525832	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1466293551;1430156207	01afb3daeda2d8abc28a8556a0da0e37;295e9b161f505da8e94432365415e6f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525832/ERR525832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525832/ERR525832_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525832/ERR525832_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525832/ERR525832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525832/ERR525832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525832/ERR525832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525832/281_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525832/281_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525832	281_12M	Stool sample from spanish
PRJEB6456	SAMEA2580050	ERS473168	ERX491068	ERR525833	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1708476913;1644083181	d4b7aad6a7ed0894a1d8e37936c3bfa8;661581b0e7c7c4abbe0c958c8b3df1a8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525833/ERR525833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525833/ERR525833_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525833/ERR525833_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525833/ERR525833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525833/ERR525833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525833/ERR525833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525833/281_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525833/281_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525833	281_4M	Stool sample from spanish
PRJEB6456	SAMEA2580051	ERS473169	ERX491069	ERR525834	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1125222552;1080464714	7fe8e14d6e2e0610006b3795842ce509;9e34fc5014898500502b91edd84a6466	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525834/ERR525834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525834/ERR525834_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525834/ERR525834_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525834/ERR525834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525834/ERR525834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525834/ERR525834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525834/281_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525834/281_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525834	281_B	Stool sample from spanish
PRJEB6456	SAMEA2580052	ERS473170	ERX491070	ERR525835	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1605849553;1531656110	411c7bb4533440973515a39f4423cad5;ea4398fbec316106cbd510cd112265f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525835/ERR525835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525835/ERR525835_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525835/ERR525835_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525835/ERR525835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525835/ERR525835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525835/ERR525835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525835/281_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525835/281_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525835	281_M	Stool sample from spanish
PRJEB6456	SAMEA2580053	ERS473171	ERX491071	ERR525836	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1592368256;1524788492	81458e1aade6c2148629f63c422207a4;27eccb5d271849da11d716ebf06c98cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525836/ERR525836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525836/ERR525836_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525836/ERR525836_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525836/ERR525836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525836/ERR525836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525836/ERR525836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525836/282_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525836/282_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525836	282_12M	Stool sample from spanish
PRJEB6456	SAMEA2580054	ERS473172	ERX491072	ERR525837	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1601524482;1561790807	ab66c2d043b2e14add9d056029d62f17;2955fcc95f290c929aa06260321b72a8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525837/ERR525837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525837/ERR525837_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525837/ERR525837_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525837/ERR525837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525837/ERR525837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525837/ERR525837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525837/282_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525837/282_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525837	282_4M	Stool sample from spanish
PRJEB6456	SAMEA2580055	ERS473173	ERX491073	ERR525838	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1189998645;1139943868	fcf15d579c52c5a12fbb3dae88205bd9;37240c83d6a80391311345ddd9145d85	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525838/ERR525838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525838/ERR525838_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525838/ERR525838_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525838/ERR525838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525838/ERR525838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525838/ERR525838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525838/282_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525838/282_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525838	282_B	Stool sample from spanish
