,Blautia obeum,Dorea sp CAG 317,Dorea longicatena,Blautia wexlerae,Blautia sp CAG 257,Roseburia faecis,Dorea formicigenerans,Roseburia hominis,Ruminococcus gnavus,Gemmiger formicilis,Ruminococcus torques,Alistipes shahii,Eubacterium hallii,Coprococcus comes,Coprococcus catus,Roseburia sp CAG 309,Eubacterium ramulus,Roseburia sp CAG 471,Eubacterium eligens,Dialister invisus,Roseburia intestinalis,Bacteroides dorei,Alistipes putredinis,Alistipes finegoldii,Ruminococcus bromii,Eubacterium sp CAG 38,Clostridium sp CAG 58,Anaerostipes hadrus,Roseburia inulinivorans,Eubacterium ventriosum,Clostridium sp CAG 167,Bacteroides ovatus,Bacteroides caccae,Alistipes indistinctus,Eisenbergiella tayi,Ruminococcus lactaris,Lactobacillus rogosae,Bacteroides fragilis,Bacteroides vulgatus,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides stercoris,Oscillibacter sp 57 20,Lachnospira pectinoschiza,Ruminococcus bicirculans,Flavonifractor plautii,Bacteroides salyersiae,Clostridium bolteae,Bacteroides finegoldii,Streptococcus salivarius,Eggerthella lenta,Coprobacter fastidiosus,Bacteroides intestinalis,Butyricimonas virosa,Oscillibacter sp CAG 241,Bacteroides massiliensis,Bacteroides xylanisolvens,Streptococcus thermophilus,Odoribacter splanchnicus,Streptococcus parasanguinis,Parabacteroides merdae,Turicimonas muris,Eisenbergiella massiliensis,Bacteroides cellulosilyticus,Bacteroides thetaiotaomicron,Paraprevotella xylaniphila,Barnesiella intestinihominis,Agathobaculum butyriciproducens,Butyricimonas synergistica,Parabacteroides distasonis,Faecalibacterium prausnitzii,Parabacteroides goldsteinii,Gordonibacter pamelaeae,[Collinsella] massiliensis,Collinsella stercoris,Clostridium leptum,Enterorhabdus caecimuris,Escherichia coli,Holdemania filiformis,Monoglobus pectinilyticus,Ruthenibacterium lactatiformans,Asaccharobacter celatus,Eubacterium siraeum,Fusicatenibacter saccharivorans,Eubacterium rectale,Collinsella aerofaciens,Collinsella intestinalis,Adlercreutzia equolifaciens,Akkermansia muciniphila,Anaeromassilibacillus sp An250,Bifidobacterium longum,Bilophila wadsworthia,Lawsonibacter asaccharolyticus,Intestinimonas butyriciproducens,Bifidobacterium adolescentis,Clostridium spiroforme,Parasutterella excrementihominis,Phascolarctobacterium faecium,Firmicutes bacterium CAG 94,Firmicutes bacterium CAG 95,Firmicutes bacterium CAG 83,Firmicutes bacterium CAG 110,Firmicutes bacterium CAG 145,Proteobacteria bacterium CAG 139,SampNum,WeekNum,Participant_ID
126785_s4,0.0447236,0,0.0426852,0.0141896,0,0.0477654,0.0129849,0.0039527,0,0.0046193,0.0757741,0.0010901,0.0129053,0.0435431,0.0026728,6.93e-05,0.0010349,9.62e-05,0.0387692,0,0.0007404,0,0.0132206,0.0001352,0.0030169,0.0245492,0.0003955,0.0390419,0.033405,0,0.057651,0.0006832,0.000478,0,0,0,0,0,0.0469256,0.0007356,0.0116588,0.0099281,0.0132753,0,0.0017884,0.0006545,0,0,0.008978,0.004501,0,0.0001614,0,1.88e-05,0,0.0039765,0.0002343,0,0.0015162,0.000988,0.0064811,0,0,0,0.0001277,0.0004238,0.0013078,0.0027018,9.62e-05,0.0054819,0.1291089,0,0,2.89e-05,0.0001288,0.0006379,0,0,0,0,0.000503,6.33e-05,0.0456803,0.0579265,0.0609616,0.0178575,3.7e-05,0,0,0,0.0117395,0,0,0,0.0117056,0.0005164,0,0.0014378,0,0,0.0056426,0,0,0,4,2,126785
127807_s1,0.0024363,0,0.0126819,0.0009062,5.78e-05,0.0034404,0.0024703,0.000116,4.95e-05,1.09e-05,0.0017868,0.0003825,0.0039263,0.0064047,0.0029706,0,0,0,0.0348866,0,0.0002815,0,0.0128998,0.0002478,0,0,0.0008948,0.0030768,0.01181,0.0011973,0,0,7.06e-05,0,0,0.0009403,0,0,0.0248324,0,0.0041741,0.0086406,0.0013572,0.0414629,0,0.0002329,0,0,0.0021964,0.0090799,0,0,0,0.0003503,0,0.0060283,0.0001634,0.004833,0.0019487,0.003812,0.0079784,0,0,0,0.0014751,0.0084071,0.0021759,0.0010798,0.0001523,0.0130475,0.0172991,0,0,2.54e-05,9.89e-05,0.0001936,0,0,0.0004317,0,6.8e-06,0,0,0.0117159,0.0681507,0.0075319,9.5e-06,0,0,0,0,0.0003545,7.79e-05,0,0.0009684,0,0,0,0,0,0.0033351,0,0,0,1,1,127807
127807_s2,0.0021841,0,0.032484,0.0001826,0.0001523,0.0115824,0.0038298,0.0001438,0.000508,0,0.0043939,0.0003533,0.0097612,0.010678,0.0039648,0,0,0,0.0100058,0,0.0006785,0,0.029559,0.0006391,0,0,0.0009007,0.0050381,0.0296225,0.0011131,0,0,0,0,0,0.0018586,0,0,0.0346129,0,0.004062,0.0099542,0.0010617,0.0141447,0,0.0002455,0,0,0.0028411,0.0109277,0,0,0,0.0009098,0,0.0075534,0.0003286,0.0083994,0.0001392,0.0071973,0.0085512,0,0,0,0.0004524,0.0065143,0.003439,0.0016537,0.0002001,0.0185507,0.0287049,0,0,0,0.0001517,0.0005706,0,0,0.0003234,0,0.0001827,0,0,0.0193737,0.0380434,0.0150766,0,0,0,0,0,0.0004697,1.45e-05,0,0.0006622,0,0,0,0,0,0.0052599,0,0,0,2,1,127807
127807_s3,0.0018473,0,0.0076451,0.0002665,0,0.0068149,0.0034945,0.0002916,1.12e-05,0,0.0008283,0.0013843,0.0036496,0.0048112,0.0005842,0,0,0,0.0265603,0,0,0,0.0374388,0.000554,0,0,0.0019881,0.0016938,0.0154422,0.0004765,0,0.0004274,0.0009515,0,0,0.002332,0,0,0.0254209,0,0.008297,0.0056979,0.0055436,0.0072224,0,0.0002195,0,0,0.0056097,0.0185545,0,0,0,0.0013756,3.17e-05,0.0055266,0.000125,0,0.0033707,0.0110263,0.0131075,0,0,0,0.0014864,0.0070802,0.0026627,0.0018237,0.001123,0.0125494,0.0147855,0,0,0,6.16e-05,3.25e-05,0,0,7.78e-05,0,0,0,0,0.0050338,0.0408758,0.0084029,0,0,0,0,0,0.0005347,0.0001721,0,0.0002192,0.0002178,0,0,0,0,0.0075487,0,0,0,3,2,127807
127807_s4,0.0039273,0,0.0117744,0.000845,0,0.0113764,0.0025721,0.0016107,0,0,0.0030791,0.0010898,0.0094525,0.0066418,0.0018549,0,0,0,0.0267674,0,0,0,0.0437505,0.0007885,0,0,0.0002969,0.0065451,0.0385539,0.0017307,0,1.19e-05,0.0015715,0,0,0.0017918,0,0,0.0238624,0,0.0065145,0.0047357,0.0035872,0.0085158,0,0,0,0,0.0026924,0.0480731,0,0,0,0.0021579,0.0003249,0.0023944,0,0,0.0037255,0.021624,0.0081144,0,0,0,0.0006984,0.0046856,0.0038868,0.0017499,0.0007649,0.0128725,0.0133909,0,0,0,0.0001895,0.0003761,0,0,0,0,0,0,0.0048739,0.0200964,0.0562471,0.0180989,0,0,0,0,0,0.0001083,0,0,0.0014566,0,0,0,0,0,0.0060163,0,0,0,4,2,127807
128159_s3,0.0014917,0,0.0023608,0.0013123,0,0,0.0022726,0.0103293,0,0.0027204,0.000392,0.0064979,0.0032484,0.0042347,0.0012735,0.0001151,0.0009281,0,0.0009462,0,0.011365,0.0096312,0.0396853,0.0137987,0.0104287,0,0,0.0598705,0.0049794,0,0,0.0012746,0.0010622,0,0,0.0067389,0.0011822,0,0.0883299,0.0020893,0.0359175,0.0223829,0.0046091,0.0118301,0.0035291,0,0,0,0,0.0001911,0,0.0044617,0,0.0005315,0.0013459,0.0084097,0.000702,0.0013694,0.0093056,0,0.0052614,0,0,0.0068359,0.0035319,0,0.0283583,0.0120711,0,0.0054084,0.113337,0.0002647,0,0,0.0001218,0,0,0,0,0,9.2e-06,0,0,0.0215114,0.0005488,0.0102634,0,6.1e-05,0,0,0.0085523,0,0.0009251,0,0.0322957,0,0,0.0004275,0,0,0,0.0009266,0,0,3,2,128159
128159_s4,0.0001787,0,0.0016686,0.0005869,0,0,0.0029569,0.0060508,0,0.0021127,0.0001046,0.0161432,0.0024499,0.0047388,0.0010747,0.0001069,0.0004504,0,0.0002661,0,0.0222457,0.0037464,0.0465325,0.0237878,0.0099362,0,8.7e-06,0.0529061,0.0003553,0,0,0.0008109,0.0029705,0.0001745,0,0.0042277,0.0019475,0,0.0476548,0.0041317,0.0489267,0.0118069,0.0049549,0.0069711,0.0002947,6.77e-05,0,0,0,0.0003247,0,0.0054327,0,0.0004576,0.0015944,0.0042763,0.0006813,0.0029629,0.0091946,3.24e-05,0.0083098,0,0,0.0115418,0.0049007,0,0.0290584,0.0078351,7.21e-05,0.0080842,0.0848851,0.0004012,9.1e-06,3.19e-05,0.0001667,1.96e-05,0,0,0,0,0.0012419,0.0001163,0,0.0238123,0.0088269,0.017987,7.26e-05,7.42e-05,0,8.28e-05,0.0155935,7.41e-05,0.0026233,5.4e-06,0.0804484,0,0,0.0014911,0.000114,0.0001736,0.0001404,0.0005912,0,0,4,2,128159
129564_s3,0.0292223,0,0,0.0204806,0,8.99e-05,0,0,0.0036072,0.0008286,0,0.0001443,0.0018556,0.0272834,0,0,0,1.89e-05,0,0,0.0320444,0.072464,0.0094164,0.0020116,0.1234911,0,1.37e-05,0,8.95e-05,0.0072731,0,0.0001729,0,0,0,0,0,0.0071774,0,0,0.0654898,0,0.0007885,0,0,7.26e-05,0,0,0,0.0072226,0.0003438,0,0.0005454,0,0.0005105,0,0.0040697,0.0032195,0.0018332,0,0,3.88e-05,0.0009247,0,0.0130937,0,0.0086332,0.0056756,0,0,0.0886249,0,0.0011906,5.06e-05,0.0002776,0.0001018,2.88e-05,0,0,0.0032961,0.0001149,0.0008341,0.0537477,0.067025,0.2347362,0.0357353,3.9e-05,0.0018257,0.0009607,0.0001438,0.0491423,0,0.00213,0,0,0,0.001717,0.0022109,0.0009625,0,0.0001175,0,0,4.61e-05,3,2,129564
129564_s4,0.0050571,0,0,0.0034753,0,0.0030182,0,0,0.0012661,0.0002477,0,0.0003151,0.0003431,0.0091282,0,0,0,0,0,0,0.0295125,0.1076365,0.0172089,0.0041366,0.0562452,0,4.08e-05,0,0.0001284,0.0043044,0,0.0004568,0,0,0,0,0,0.0133634,2.47e-05,0,0.1243364,0,0.0018567,0,0,5.24e-05,0,0,0,6.96e-05,0,0,0.000868,0,0.0006156,0,0.0051104,0,0.0033849,0,0,3.05e-05,0.0011253,0,0.0251855,0,0.0119696,0.0029137,0,0,0.0877876,0,0.0006261,0,0.0001639,0,1.17e-05,0,0,0.0010162,6.06e-05,0.0007762,0.0523126,0.0760129,0.2586846,0.0181499,0,0.0013988,0,0.0002412,0.0580806,0,0.0009141,0,0,0,0.006275,0.0028048,7.73e-05,0,0.0001637,0,0,0.0002984,4,2,129564
130929_s1,0.0059367,0,0.0066352,4.62e-05,0,0.0207666,0.0033982,0.0151408,0.0055004,0.0010701,0.0091993,0.0049379,0.0043992,0.0067088,0.0022002,0.0001399,0.0006951,5.78e-05,0.0128326,0,0.019558,0.077411,0.0724502,0.0027294,0.0372637,0.0006187,0.001145,0.0155819,0.0182677,0,0.0003539,0.0007892,0.0077131,0,0,0.0116953,0,0,3.35e-05,0,0.1254202,0.0499682,0.007089,0,0.0025775,0,0.0040173,0,0,0.0026958,0,0.0058538,0.0018056,0.0001652,0.0023423,0.0141007,0.0038831,0.0037258,0.0051143,0.0001912,0.0137324,0,0,0.0237503,0.0298177,0.0096595,0.0165021,0.0010932,0.0005006,0.0119759,0.0448539,0.0009733,1.46e-05,1.71e-05,0,1.6e-05,0,0,0.0003268,0,0.0008207,0.0003559,0.0200471,0.0081276,0.0120964,0.0061364,0,0.0002238,6.43e-05,0,0.0018825,0.0003813,0.0003764,0,0,0,0,0.0002023,0,0.0001811,0.0015997,0.0123462,2.61e-05,0,1,1,130929
130929_s2,0.0128726,0,0.012598,0.0004071,0,0.0972744,0.0021644,0.015083,0.0001728,0.0027923,0.0147659,0.00464,0.0105137,0.0069798,0.0021687,0.0001359,0.0011548,4.38e-05,0.0222429,0,0.0848316,0.0876604,0.069493,0.0023528,0.0151003,0.0008542,0.0009714,0.0379835,0.0089763,0,0.0009292,0.0005811,0.0048189,0,0,0.0080854,0,0,2.15e-05,0,0.0982459,0.0476004,0.0064862,0,0.0013592,0,0.0045527,0,0,0.0009013,0,0.0028317,0.000403,0.000164,0.0013568,0.0137049,0.0014867,0.0001186,0.0032881,0,0.0075092,0,0,0.0254977,0.0136028,0.0056996,0.0104671,0.0069277,0.0002824,0.0084423,0.0547377,0.0003874,9.63e-05,0,0,0,0,0,0.0001312,0,0.0001823,0.0003776,0.0173638,0.00705,0.0040868,0.0138946,0,0.0001991,0,0,0.0045906,0.000338,0.0003297,0,0,0,0,0.0001268,0,4.83e-05,0.0012606,0.0044963,0,0,2,1,130929
130929_s3,0.0371944,0,0.0178085,0.0012258,0,0.1696249,0.0075565,0.0024808,0.001829,0.0021163,0.0040843,0.0008273,0.0125966,0.0078536,0.004493,0,0.0024933,0,0.001116,0,0.0019727,0.0640832,0.0171064,0.0002981,0.0009953,0.0016378,0.0001258,0.0530838,0.0084614,0,0.0013845,0,0.0036816,0,0,0,0,0,4.1e-05,0,0.0560794,0.0221328,0.0012836,0,0.0002027,0,0.0014117,0,0,0.0016231,0,0.0001543,0,0,7.44e-05,0.0045178,0.0019197,0.0022566,0.0008592,0.000179,0.0017242,0,0,0.0049585,0.0050549,0.0035682,0.0057964,0.0058897,0,0.002638,0.1286248,0,0,0,0,0,0,0,0,0,0,0,0.161485,0.0428498,0.0211439,0.0112241,0,0,0,0,0.0029176,0,0.0010058,0,0,0,0,1.92e-05,0,0,0.0010412,0.0007452,0,0,3,2,130929
130929_s4,0.0033035,0,0.0008394,0,0,0.0435607,0.0002521,9.4e-06,0,0.0005858,3.86e-05,0.0043065,0.0003182,0.0010716,0,0,0.0003412,0,0.0094749,0,0,0.1018565,0.0674115,0.0035474,0.0021286,0.0014544,0,0.0025291,0.002073,0,0,0.0010298,0.0141241,0,0,0,0,0,0,0,0.1606191,0.0618255,0.0032639,0,0.003366,0,0.0054453,0,0,0,0,0.0037493,0,0.0002766,0.0003818,0.0142756,0.0055652,0.0002298,0.0031552,0,0.0097712,0,0,0.0217153,0.0269082,0.0112795,0.0281799,0.0015652,0.0005431,0.0120677,0.0978114,0.0011864,0,0,0,0,0,0,0,0,0.0001614,0,0.1307425,0.0094639,0.0141035,0.0028465,0,0,0,0,0.0008553,0.0002992,0.0006848,0,0,0,0,0,0,0,0.0009483,0.0095818,0,0,4,2,130929
130982_s3,0.0004306,0.0005841,0.0179916,0.0052713,0,0.0248108,0.0069557,0.0039264,0,0.0002519,0.0863264,0.0021171,0.0009718,0.009721,0.000198,0.0003502,0.0093786,8.03e-05,0.018854,0,0.0327108,0,0.055116,0.0049416,0,0,0.0009997,0.0003938,0.0211891,0.0038866,0.0004026,0.0016351,0.0029912,0.0005225,0,0,2.52e-05,0,0.0949505,0.0313916,0.0941788,0.0560105,0.0033353,0.0157712,0.0880513,0.0029088,0,0,0.0212577,0.0138073,0,0.0045082,0,0.0001302,0.0029695,0.034519,0.0006298,0.0050561,0.0045699,0.0107889,0.001403,0,0,0.0098889,0.0135638,0.0044366,0.0076665,0,0.0002494,0.023899,0.0166548,0,0.0003378,2.23e-05,0.0002152,0.0002216,0,0,0.0001379,0,0.0015989,2.38e-05,0.0052111,0.0227481,0.0292166,0.0259647,4.21e-05,6.52e-05,0.0001223,0,0,0.0013785,0,0,0,0,0,0.0011761,0,0,0.0050296,0,0,0,3,2,130982
130982_s4,0.0013566,0.0003042,0.0209471,0.0062747,0,0.0170716,0.0040306,0.0062388,0,0.0004015,0.0454524,0.0014353,0.0076931,0.0049206,7.45e-05,0.0001472,0.0055399,0.0001435,0.0269972,0,0.0289645,0,0.0606283,0.009663,0,0,0.0020674,0.0013314,0.0026504,0.0013528,0.0014418,0.0015352,0.0056012,0.0005439,0,0,7.79e-05,0,0.1457714,0.0158909,0.1057908,0.0622151,0.0044812,0.0301633,0.0424111,0.0043034,0,1.83e-05,0.0231078,0.019572,0,0.0089296,0,0.0010809,0.0030366,0.0408526,0.002119,0,0.0125451,0.0049742,0.0043055,0,0,0.0233478,0.0197934,0.0027942,0.0131949,0,4e-04,0.0420522,0.0169889,0,0.000148,2.44e-05,3.11e-05,0.0008048,0,0,0,0,0.000247,0,0.0023491,0.0338542,0.001348,0.0088256,0,0,0.0002568,0,0,0.0023422,0,0,0,0,5.79e-05,0.0011754,0,0,0.0058518,0,0,0,4,2,130982
131114_s1,0.0004797,0,0.0033061,0.0001728,0,0,0.0022207,0.0001933,0,0.001184,0.0036949,0,0.0035761,0.0006126,0.0004233,0.0002812,0,0.0050135,0.122507,0.0053285,0,0.03885,0.0401171,0.0156488,0,0.0095436,0,0.0012954,0.0007199,1.26e-05,0.0021437,0.0066082,0.0121017,0.0001775,0,0.0061642,0,0.001467,0.0180918,0,0.0054982,0,0.0080661,0,0.0023794,0,0.0201942,0,0,0.0009069,0,0,0,0,0.0006889,0,0,0,0.006279,0.0003261,0.0046888,0,0,0,0.0165625,0,0,0.0031167,0,0.0045771,0.0423704,0,0,0,0,0,0,0,0,0,0,0.0013735,0.0727289,0.0145232,0.1045436,0.0047204,0,0.0013012,0.0305703,0,0,0,0,0,0.0005421,0,7.91e-05,0.0057865,0,1.5e-05,0.0001621,0.0015055,0,0,1,1,131114
131114_s2,0.000209,0,0.0101211,0.004503,0,0.0003312,0.0016004,0.0003999,0,0.0014801,0.0040947,0,0.0044747,0.0011001,0.0023329,0.0002054,0.0004136,0.0040601,0.0772583,0.0032585,0.0014486,0.070152,0.036873,0.0217153,0,0.0060477,0,0.0013123,0.000951,0.0001775,0.0109111,0.0035797,0.0195898,0,0,0.0103925,0,0.0028902,0.0295035,0,0.0057891,0,0.0148783,0,0.0004612,0,0.0372457,0,0,0,0,0,0,0,0.0016281,0,0.0001117,0,0.0063728,0,0.0064385,0,0,0,0.0186513,0,0,0.0016592,0,0.0054698,0.1074537,0,0,0,0,0,0,0,0,0,0,0.000736,0.1194658,0.0295366,0.1711249,0.0089183,0,0.0004971,0.019093,0,0,0,0,0,0.0042106,0,6.03e-05,0.0029214,0,6.95e-05,0.0036636,0.0002736,0,0,2,1,131114
131114_s3,0,0,0.0060631,0.0069968,0,0.0368606,0.0027498,0.0022286,0,0.0009038,0.0032256,0,0.0071319,0.0033592,0,0,0,0.0041283,0.0764338,0.0121862,0,0.0705007,0.0302867,0.0137986,0,0.0282893,0,0.0037822,0.0009916,0.0002928,0,0.0247482,0.0083713,0,0,0.0111046,0,5.54e-05,0.0256781,0,0.0080501,0,0.0071142,0,0.0022638,0,0.0262421,0,0,0,0,0,0,0,0,0,0.0013085,0,0.0019192,0,0.0037194,0,0,0,0.0166034,0,0,0.0037729,0,0.0062475,0.0477085,0,0,0,0,0,0,0,0,0,0,0,0,0.0163666,0.033665,0.0056924,0,0,0.0038145,0,0,0,0,0,0.001374,0,0,0.0035334,0,0,0,0,0,0,3,2,131114
131114_s4,0.0009126,0,0.0066744,0.0007821,0,0.0143745,0.0027194,0.0007295,0,0.0023385,0.0039405,0,0.0036965,0.0023319,0.0024836,3e-05,0.0010023,0.0081626,0.0542043,0.0093332,0,0.0800325,0.025451,0.0158325,0,0.0122056,8.75e-05,0.0033884,0.001434,0.0009121,0.0015673,0.0209862,0.0122261,0.0005793,0,0.0075674,0,0.002223,0.0182943,0,0.0062756,0,0.0062515,0,0.0018358,0,0.0311369,0,0,0,0,0,0,0,0.0013683,0,0.00199,0,0.003949,0,0.0024424,0,0,0,0.0136546,0,0,0.005694,0,0.0056867,0.058937,0,9.1e-06,1.07e-05,1.79e-05,0,0,0,4.48e-05,0,0,0.0004742,8.65e-05,0.0170415,0.0195423,0.0048119,0,0.0003848,0.0048388,0,0,0,0,0,0.0023671,0,0,0.0032572,0,0,0.0004168,0.0013369,0,0,4,2,131114
132410_s1,0.0009599,0.0001049,0.0069234,0.0044454,0,0.0113141,0.0047434,0.0060163,0,0.0023263,0.014726,0.0017607,0.0021319,0.0065881,0.0003927,0.0004511,0.0004097,0,0.0042926,0,0.0031379,0,0.0618128,9.82e-05,0.0060454,0.0028565,0.0041632,0.0051357,0.0115688,0,0,0.0005718,0.0056512,0,0,0,0,0,0.0376737,0.0042692,0.0053925,0.0025585,0.0309976,0.0041197,0,0,0,0,0,0.000642,0,0.0028648,0,0,0.0035045,0.0004616,0,0,0.0100484,0,0.0157185,0.0001587,0,0.0037605,0.0009014,0.0036592,0.0264662,0.0038845,0,0.0165515,0.0604439,0.0004819,0.0002779,3.86e-05,9.94e-05,2.11e-05,0,0,0.000354,0,0.0001933,0.000538,0,0.0250916,0.0005053,0.008597,1.6e-05,0.0003085,0.0625592,0.000214,0,0.000368,0.0011882,0,0,0,0.0023056,0.0082611,0,0.006003,0.0002424,0.020903,0,5.73e-05,1,1,132410
132410_s2,0.0010064,3.3e-05,0.0101484,0.0038891,0,0.0152904,0.0031508,0.0057966,0,0.0034516,0.0194176,0.0015441,0.0020592,0.005343,0.0004822,0.0003807,0.0005243,0,0.0038408,0,0.0039599,0,0.0735211,0.0001314,0.0048021,0.0034797,0.0059216,0.0053774,0.0114792,0,0,0.0006153,0.0078954,0,0,0,0,0,0.0289312,0.003002,0.0075366,0.0022022,0.0383637,0.0040464,0,0,0,0,0,0.0010362,0,0.0035053,0,0,0.0034472,0,0,0,0.0134153,0,0.012085,0.0002867,0,0.0048081,0.0004025,0.0024929,0.0298549,0.0052675,0,0.0133417,0.0817872,0,0,1.7e-05,9.3e-05,0,0,0,0.0008005,0,0.000142,0.000977,0,0.0461858,3.46e-05,0.0082431,0,0.0005222,0.0862276,0.0001362,0,0.0002925,0.0010586,0,0,0,0.0039351,0.0062412,0,0.0082535,0.0001283,0.0182846,0,3.39e-05,2,1,132410
132410_s3,0.0010204,0,0.0200378,0.0044666,0,0.0237164,0.0020075,0.0011256,0,0.0060241,0.0136805,0.0013549,0.0053388,0.0131393,0.0011297,0.0005377,0.0018415,1.49e-05,0.0312698,0,0.0001364,0,0.1358339,0.0001018,0.0404304,0.0007861,0.0049152,0.0112785,0.0042865,0.0001183,0,0.0013732,0.0136285,0,0.000866,0,0.0008481,0,0.0381272,0.0042571,0.0420092,0.0038555,0.010411,0.0172969,0,3.6e-05,0,0,0,0.0007368,0,0.0022082,0,0,0.0054295,0.0015729,0,0,0.0164089,0,0.0120018,9.82e-05,0,0.0034779,0.0029325,0.0035904,0.0172649,0.0055281,0,0.0121206,0.0568686,0.0037746,4.91e-05,5.16e-05,4.39e-05,0.0002695,0,0,0.0002815,0,0.0026844,0.0002165,0,0.0183597,0.0514892,0.0179795,0,0.0001538,0.0749435,0,0,9.87e-05,0.0002221,0,0,0,0.0018511,0.006854,0,0.0085989,0.0001941,0.0310819,0,2.05e-05,3,2,132410
132410_s4,0.001211,0,0.0178297,0.0063461,0,0.0268346,0.0021588,0.0031137,0,0.0042798,0.0223268,0.0018259,0.0074175,0.0104796,0.0005684,0.0007104,0.0027849,0,0.0141804,0,0.0014404,0,0.1159828,0.0003325,0.0286612,0.000842,0.0030652,0.0143737,0.0133949,0.0001211,0,0.0018261,0.0084997,0,0,0,0,0,0.0490154,0.0032421,0.0317594,0.0055201,0.00427,0.0062614,0,0,0,0,0,0.0003079,0,0.0018611,0,0,0.0029838,0.0062379,0,0,0.01157,0,0.0200366,0.0001043,0,0.0012604,0.0025805,0.0038318,0.0183788,0.0057983,0,0.0226515,0.0407046,0.0010449,0.0003853,0.0001255,0.0001445,0.0005275,1.47e-05,0,0.0002769,0,0.0002912,0.000701,4.13e-05,0.0177337,0.0295446,0.0258908,2.45e-05,0.0004267,0.0616706,0,0,0.0001725,0.0003876,0,0,0,0.0025878,0.0027469,0,0.0108826,0,0.0090987,0,2.04e-05,4,2,132410
134482_s3,0,0.0074118,0,6.59e-05,0.0010345,0.0004025,0,0.0042239,0,0,0.001974,0.0100788,0.0045733,0,0,0,0,0,0.0039435,0,0,0,0.0572907,0.1627761,0.0019981,0.0001524,0.0019342,0.0155702,0,0,0,0.0106644,0.0027364,0.0056413,0.0008545,0,0,0,0.1117283,0.0531453,0.0126527,0,0.0102019,0,0,0.000753,0,0.0003087,0,0,0,0,0,0.010058,2.48e-05,0.0149991,0,0.0060071,0.0105283,0,0.0234557,0,0.0002189,0.0269474,0.0030498,0.0004673,0.0254796,0,0,0.0416978,0.0425066,0,0.0018846,0,2.1e-05,0.0018877,0,0,0,0.0241532,0.0049142,0.0015477,0.0197568,0,0.005978,0.007972,0,0.0007307,0.1436158,0.0004524,0.0010211,0.0001854,0.0001446,0.0135305,0.0007316,0,0.0004141,0.0105371,0,0,0.0104334,0,0,0,3,2,134482
134482_s4,0,0.0337371,0,0.0493704,0.0024275,0.0093574,0.0014104,0.0011343,0,0,0.006936,0.0052057,0.0143146,0,0.0011585,0,0,5.9e-06,0.0046785,0,0.0106507,0,0.0267113,0.0390244,0.0095262,0.0005265,0.0026473,0.0324221,0.0068439,0,0,0.005353,0.0025745,0.0013811,5.78e-05,0.0087096,0,0,0.0481328,0.0341161,0.0051773,0,0.015319,0,0,0.0007146,0,0.0002498,0,0.0013524,0.0001594,0,0,0.0057509,6.9e-06,0.0120668,0.0008922,0.0198048,0.0061095,0.0003512,0.0124475,0,8.83e-05,0.0269631,0.0047957,0.0071477,0.0276307,0.0013286,0,0.018084,0.0634087,0,0.0026128,2.56e-05,3.42e-05,0.002751,5.44e-05,0,0,0.0180445,0.0032175,0.0027631,0.0906609,6.36e-05,0.1401343,0.0109005,0,0.0013219,0.0509536,0.0006431,0.0011254,0,0.0007381,0.0028145,0.0001526,0.0003477,0.0004688,0.0063734,0,0,0.0071654,0,0.0001343,0,4,2,134482
135120_s1,0.000783,0,0.0043624,0.0069154,4.57e-05,0.1209053,0.0023339,0.0016677,0.0023981,0.0001212,0.0021698,0,0.0055547,0.0004526,0,0,0,0.0025025,0.0509978,0.0031657,0.0116435,0.0353864,0,0,0.016985,0,0.0006692,0.0218261,0.0123236,0.0007475,0,0.0166985,0.0110027,0,0,0.0078133,0.0006615,0,0,0,0.0852534,0.013166,0,0.014651,0,0.0033296,0,4.27e-05,0,0,0.0003773,0,0,0.000942,0,0.0038736,0,0.0016011,0,0,0.0129109,0.0011949,0.0001319,0,0.0075967,0.0040723,0,0.0059065,0,0.0175904,0.0412049,0,0.0003162,0,0,0,0,0,0,0.0030575,0.0005493,0,0,0.0165107,0.3054831,0.0044211,0,0,0,0,0,0,0.0029312,0,0.013667,0,0.0059249,0,0,0,0.008749,0,0,0.0069618,1,1,135120
135120_s2,0.0058238,0,0.0147645,0.0125911,9.93e-05,0.0515005,0.0021271,0.0045635,0.0003229,0.0001817,0.0020393,0,0.0075199,0.001175,0,0,0,0.0023298,0.0661604,0.0075316,0.0062641,0.0528084,0,0,0.0323329,0,0.0011846,0.0125866,0.0089754,0.0007554,0,0.0196213,0.014458,0,0,0.015857,0.001641,0,0,0,0.0712614,0.0149277,0,0.0356848,0,0.0021821,0,0.0001183,0,0.0001941,0.0008949,0,0,0.0010102,0,0.0040636,0,0.0027805,0,0,0.0156178,0.0019187,0.0008125,0,0.0053823,0.0074683,0,0.0062932,0,0.0117497,0.0631697,0,0.0004136,1.05e-05,9.3e-06,6.37e-05,0,0,2.02e-05,0.0104244,0.0010313,0,0,0.0188261,0.250663,0.0066147,0,0,0,5.44e-05,0,0,0.0013547,9.33e-05,0.0080291,0.0010582,0.006671,0,0,0,0.0174668,0,0,0.0098142,2,1,135120
