"","Blautia_wexlerae","Blautia_coccoides","Roseburia_faecis","Blautia_sp_CAG_257","Roseburia_hominis","Dorea_formicigenerans","Ruminococcus_gnavus","Tyzzerella_nexilis","Eubacterium_hallii","Gemella_haemolysans","Eubacterium_eligens","Hungatella_hathewayi","Dialister_invisus","Anaerostipes_hadrus","Ruminococcus_bromii","Clostridium_neonatale","Eubacterium_sp_CAG_38","Staphylococcus_aureus","Alistipes_putredinis","Anaerostipes_caccae","Alistipes_finegoldii","Bacteroides_dorei","Roseburia_intestinalis","Roseburia_inulinivorans","Streptococcus_mitis","Bacteroides_ovatus","Staphylococcus_hominis","Enterococcus_faecalis","Rothia_mucilaginosa","Bacteroides_caccae","Streptococcus_sp_A12","Sellimonas_intestinalis","Veillonella_dispar","Veillonella_rogosae","Streptococcus_peroris","Veillonella_parvula","Veillonella_atypica","Bacteroides_fragilis","Bacteroides_vulgatus","Bacteroides_uniformis","Streptococcus_infantis","Lachnospira_pectinoschiza","Lactobacillus_rhamnosus","Staphylococcus_epidermidis","Veillonella_infantium","Staphylococcus_lugdunensis","Clostridium_bolteae_CAG_59","Flavonifractor_plautii","Clostridium_bolteae","Streptococcus_salivarius","Eggerthella_lenta","Clostridium_citroniae","Anaerotruncus_colihominis","Veillonella_sp_T11011_6","Clostridium_aldenense","Clostridium_symbiosum","Enorma_massiliensis","Streptococcus_thermophilus","Streptococcus_parasanguinis","Parabacteroides_merdae","Bacteroides_thetaiotaomicron","Clostridioides_difficile","Clostridium_clostridioforme","Faecalibacterium_prausnitzii","Sutterella_parvirubra","Varibaculum_cambriense","Agathobaculum_butyriciproducens","Parabacteroides_distasonis","Gordonibacter_pamelaeae","_Collinsella__massiliensis","Haemophilus_sputorum","Collinsella_stercoris","Escherichia_coli","Actinomyces_sp_HMSC035G02","Ruthenibacterium_lactatiformans","Collinsella_aerofaciens","Eubacterium_rectale","Fusicatenibacter_saccharivorans","Intestinibacter_bartlettii","Actinomyces_odontolyticus","Klebsiella_oxytoca","Collinsella_intestinalis","Haemophilus_sp_HMSC71H05","Turicibacter_sanguinis","Akkermansia_muciniphila","Actinomyces_sp_oral_taxon_181","Aeriscardovia_aeriphila","Bifidobacterium_breve","Haemophilus_parainfluenzae","Bilophila_wadsworthia","Bifidobacterium_longum","Bifidobacterium_bifidum","Bifidobacterium_dentium","Coprobacillus_cateniformis","Clostridium_innocuum","Intestinimonas_butyriciproducens","Bifidobacterium_adolescentis","Parasutterella_excrementihominis","Clostridium_spiroforme","Bifidobacterium_pseudocatenulatum","Erysipelatoclostridium_ramosum","Group"
"544_4M",0.1938189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002339,0,0.00645,0,0,0,0,0.0003412,0,0,0,0.0005253,0,0,0,0.0003107,2.09e-05,0,0.148351,0,0,0,2.3e-06,0.0010125,0,0,0,5.06e-05,0,0,0.0395321,0,0.1323755,0,0,0,4.4e-06,0,0,0,0,0.0001947,0,0,0.0023088,0,9.1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32e-05,0,0,0,0,0,0.0004731,0,0,0,0,0,0.0140893,0,0,0,0,0,0,"4M"
"546_12M",0.2029335,0,0,0.0385216,0.0079443,0,0.0065874,3e-06,0,3.44e-05,0,0.0009426,0,0,3.9e-06,0,0,0,0,0.0023614,0,0,0,0,0,0,0,0.0501487,0,0.0003252,0,0.0059917,0,0,0,0.0014436,0.0001856,0.128872,0.0710801,0.2357311,0,0,0,0,0,0,0,0.0014709,0,0,0.0005502,2.82e-05,0.0001892,0,0.0001771,0.001232,0,0,7.89e-05,0,0,0.0021102,0.0072873,0,0,0,0,0.0326885,6.06e-05,2.02e-05,0,0.0001438,0.0045089,0,0.0006174,0.0097892,0,0.0411978,0.0006325,0,0,2.03e-05,0,0,0,0,0,0,9.3e-06,0,0.0070025,0.0076535,0,0,0.0044906,0,0,0,0.0005823,0,0.0078553,"12M"
"546_4M",0,0,0,0.1065817,0,0,0,0,0,0,0,0,0,0,0,7.19e-05,0,0,0,0.0033276,0,0,0,0,0.0002693,0,0,0,0,0,0,0.0493909,0,0,0,0.0201776,0,0.3875583,0,0,0,0,0,0,0,0,0,0.0091868,0,3.95e-05,0.0008573,0,0,0,0,0,0,0.0004157,0.0001443,0,0,0,0.0059517,0,0,0,0,0,6.58e-05,0,0,0,0.0715908,0,0,0,0,0,0.0011662,1.55e-05,2.43e-05,0,0,0,0,5.81e-05,3.45e-05,0,0,0,0.1468241,0,0.0157983,0,0.0841834,0,0,0,0.000869,0,0.0062807,"4M"
"546_B",0,0,0,0,0,0,0,0,0,2.92e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9839201,0,0,0,0,0,0,0,0,0,0.0003689,0,0,0,0,0,0.000554,0,0,0,0,0,0,0,0,0,0,0,0.000606,"B"
"549_4M",0,0,0,0,0,0,0.0156479,0,0,0,5.17e-05,0,0,5.12e-05,0,0.0009393,0,0,0,0.0026364,0,0,0,0.0001469,0,0.0003431,0,0.4523335,0,0,0,0,0,0,0,0,6.93e-05,0,0.0005289,0.0429001,0,1.67e-05,0,0,0,0,0,0.0209066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001747,0,0,0,0,0,0,0,0,0.3255432,0,0,0,0,0,0,0,0,0,0,0,0,7.27e-05,6.07e-05,0,0,0,0.137041,0,0,0,0.0003884,0,0,0,0,0,0,"4M"
"549_B",0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,6.2e-05,0.0002066,0.0002057,0,4.8e-06,0,0,0,0,0,0,0,0,0,0,0.000287,0.8954335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001781,0,0,0,0,0.0001071,0,0,0,0,0,0,0,0,0.1019013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"560_12M",0,0,7.94e-05,0,0,0,0.0457387,1.46e-05,0,0,5.2e-06,0.0019488,0,0.0172113,0,0,0,0,0.0138788,6.37e-05,0.0048609,0.095918,1.23e-05,0,0,0,0,0,0,0.0722701,0,0,0,0,0,0,0,0.0001302,0.1367113,0.1942066,0,0,0,0,0,0,7.9e-06,0.000776,0.0032077,6.9e-05,0.000231,0,0,0,2.95e-05,0.0062006,0,0,0,0.0037397,0.0003692,2.83e-05,0,6.52e-05,0,0,0,0.0303349,1.84e-05,0,0,0,0.0011465,0,0,0,0,0,0,0,0,0,7.2e-05,0,0,0,0,0,4.76e-05,0,0.0053081,0,0,0,0.0017083,0,0,0.0008277,0,0,0.0012871,"12M"
"560_4M",0,0,0,0,0,0,0.0586574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001466,2.28e-05,0,0.0005192,3.52e-05,0.0006608,0,0,0,0,0.0003105,0.0747049,0,0,0.1833736,0.0108155,1.71e-05,0,0,0,0,0,4.01e-05,0,0.0033919,0.0002627,0,0,0,0,0.0001773,0,0,0,0.0001906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19879,0,0,0,0,0,0,5.33e-05,0,0,0,0,0,0,0.0001139,0,8.65e-05,0,0.4600614,0,0,0,0,0,0,0,0,0,0,"4M"
"560_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056826,0,0,0,0,0,0,0.000536,0,0,0.0107146,0.0086738,0.0001419,0,0,0,0,0,0,0,0,3.83e-05,0,0,0,0,0.0078102,0,0.0064502,0,0,0,0,0,0,0,0,0,0,0,0,0.0933651,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8430306,0,0.0001999,0,0,0,0,0,0,0,0,0,0,"B"
"565_12M",0,0,0,0,0,0,0.0080166,0,0,0,0.0722778,0.0004395,0,0.0077573,0,0.0002464,0,0,0,0,0,0.2268555,0.0236852,0.0294666,0,0.098883,0,0.0006957,1.84e-05,0,0,0,0.0007016,0.0008249,0,0.0003272,0.0014745,0.0981091,0.0002254,0.1820316,0,0,0,0,0.0005737,0,0,0.000827,0.0030484,0.0040677,0.0002117,0.000453,2.7e-05,0.0001133,9.7e-06,0,0,0,0.0001063,0,0.0677753,0,0,0,0,0,0,0.066258,3.2e-05,0,0.0020945,0,0.005105,0,0.0005991,0,0,0,0.0007476,0,0,0,0.0002252,0,0,0,0,0,0.0059651,0.0002288,0.0058194,0.0011355,0,0.0011045,0.0001448,0,0,0,0,0,0.0008167,"12M"
"565_4M",0,0,0,0,0,0,0.0024116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1288343,0,0,0,8.16e-05,0,0.003209,4.52e-05,0,0,0,0,0,7.11e-05,0,0,0.1737836,0,0.0070752,1.56e-05,0,0.001958,0,0,0,0,0.0007745,0,0.0007553,0.000718,0.0027025,0,0,0,0,0,0,0,0.076459,0.3899313,0,0,0,9.7e-06,0.0002226,0,0.0343449,0.0001056,0,0,1.73e-05,0.0019331,1.01e-05,0,0.0031787,0,0,0,7.35e-05,0,0,0,0,0,0,8.04e-05,0.0005006,0,0.0002534,0.1363766,0,0,0,0,0,0,0,0,0,0,"4M"
"565_B",0,0,0,0,0,0,0.0260964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516739,0,0,0.0002383,3.3e-05,0.0001473,0.0013999,0,0.0049979,0,0,0,0,0,0,0,0.402483,0.0180773,0.0080721,0,0,0,0.002526,0,0,0,0.0007804,0,0.0013694,0,0,0,0,0,0,0,0,0,0.0060142,0.0021146,0,0,0,3.32e-05,0,0,0.1330804,2.58e-05,4.5e-05,0,0.0001395,0.0965711,0,0,0.0162161,0,0,0,0,0,3.98e-05,0,0,0,0,1.63e-05,0,0,3.32e-05,0.1080659,0,0,0,0.0018934,0,0.022083,0,0.0002858,0,0,"B"
"567_12M",0,0,0,0,0,0,0.0501897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001845,0,0,0.0001224,0.007992,0,0.006461,0,0,0,0,0,0,0,0.0345971,0,0.5601316,0.0346101,0,0,0,0.0017632,0,0,0,0,0.0031583,0.0033182,7.03e-05,0.0027258,0,0.0001323,0,0,0,0,0.0035363,5.03e-05,0,0,0,0,0,0,4.35e-05,0,0.0352915,0.0004196,0,0,0,0.0177139,0,0,0,0,0,0.0008228,0,0,0,0,0,0,0,0.0001674,0.0059114,0,0,0.1520116,0,0.0002644,0,0,0,0,0.0018756,0.0011785,0.0004259,0,"12M"
"567_4M",0,0,0,0,0,0,0.0029652,0,0,0,0,0,0,0,0,0,0,0.0002729,0,0,0,0,0,0,0.0030541,2.52e-05,0,0.00263,0.0002322,0,0,0,3.99e-05,0,5.41e-05,4.88e-05,0.0014905,0.3496541,0.0192284,0.000335,0.0001377,0,0.0077517,1.12e-05,2.42e-05,0,0,0,0,0.0124227,0.0049466,0,0,0,0,0,0,0,0.0026788,0,0,0,0,0,0,0,0,0.0402656,0.0006663,0,0,0,0.1670434,0,0,0,0,0,0,9.09e-05,0,0,0,0,0,0,0.0003025,0,0.0008447,0,0.3425543,0,0.0032273,0,0,0,0,0,0,0,0,"4M"
"567_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-06,0,0,0.0018893,0.0272498,0.0016271,0.6577105,0.0006824,0,0,0,0,0,0,0,0,0,0.2806087,0,0,0,0,0.008644,0,0.0095269,0,0,0,0.0015995,0,0,0,0,0,0,0,0,0.0013574,0,0,0,0,0,0,0,0,0.0021146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87e-05,0,0,0,0,0,0.0052549,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"570_12M",0.0002095,0.0027266,0.0022303,0.0748008,0,0,0.1828658,0,0.0011008,0,0,0.0017735,0.0019266,7.5e-05,1.12e-05,7.12e-05,0,0,0,0.0002457,0,0.2189751,0,0,0,0.1888558,0,0,0.0001241,0,0.0002377,0,0.0005104,0.0001234,0,0.0527035,0.0006064,0.036294,0,0.0500825,3.94e-05,0,0,0,0.0007117,0,8.92e-05,0.0048284,0.0025709,0.0008876,0.0008817,0,0,2.89e-05,0.0001038,0.0070614,0,0,0.000962,0,0.0312122,0.0002308,0.0227744,2.93e-05,0,0,0,0,0.0001897,0,0,0,0.002191,0,0,0,1.99e-05,0,0.0022318,0,0,0,0.0016658,0,0.0065122,0,0,0.0467929,0.0020057,0,0.0023517,1.26e-05,0,0.0005374,0.0153165,0,0,0,0.0007242,0,0.0059525,"12M"
"570_4M",0,0,0,0,0,0,0.0483764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6006415,0,0,0,0.0393139,0,0.0049415,0,0,0,0,0,0,0,0.0104602,0.0010359,0.0981761,0,0.0211406,0,0,0,0,0,0,0,0.0002384,0,3.69e-05,0.0045463,0,0,0,0,0,0,0,2.41e-05,0,0.0452704,0,0.0036515,0,0,0.0001553,0,1.75e-05,0.000668,0,0,0,0.0086068,3.22e-05,0,0,0,0,0,1.78e-05,0,0,0.0001889,0,0,0,2.26e-05,0,1.82e-05,0,0.0812376,0,0,0,0,0,0.0226694,0,0,3.85e-05,0,"4M"
"570_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888307,0,0,6.02e-05,0.0165466,0,0,0.0001636,0,0,0,0,0,0,0,0,0.0001554,3.84e-05,0.0673933,0,0,0,0.0012125,0,0,0,0,0,0.0003635,0.0001892,0,0,0,0,0,0,0,0.0001881,0,0.0012788,0,6.69e-05,6.5e-06,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54e-05,0,0,0,0,0,0.0032236,0,0,0,0,0,0.0010698,0,0,0,0,"B"
"572_12M",0.1469911,0,0.1256491,0,0,0,0.004891,0,0,0,0.138916,0,0,0,0.0442198,0,0,0,0,0,6.16e-05,0.1772604,0.0214079,0.0353456,0,0.0168493,0,0,0,0.0115381,0,0,8.24e-05,0,0,0,9.1e-05,0,0,0.139085,0,0.0459559,0,0,0.0001471,0,0,8.11e-05,9.84e-05,0.0008724,0,0,0,4.9e-06,0,0,8.5e-06,0,3.4e-05,0,0.0020745,0,2.02e-05,0.0311512,0,0,0,0.0063364,0,0.0001035,0,0.0001933,0,0,0,0.0179371,0,0,8.74e-05,0,0,1.81e-05,0.0009727,0,0,0,0,0,0.0018217,0,0.0035672,0.0025293,0.0001777,0,0.0001148,0.0002022,0,0.0133601,0,0,0.0009155,"12M"
"572_4M",8.2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001998,0.0877788,0,0,0.0001161,0.2561122,0,0,0,0.0466449,0,0,0,0,4.98e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0089193,0,0.0008909,0,0,0,0,0,0,2.94e-05,0,6.87e-05,0,0.044898,0,0,0,0,0.0008094,0,0.0232508,0.0001364,0.0001965,0,0.0007567,0.2087345,0,0,0.0531501,0,0,0,0,0,9.7e-05,0,0,0,0,8.94e-05,0,0,0.0008611,0.1568266,0.0939324,0,0,0.0062478,0,0,0,0,0,0,"4M"
"572_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007857,0.143529,0,0,0.0002406,0.1243348,8.15e-05,0,3.93e-05,7.82e-05,0,0,0,0,0,2.05e-05,0,0,0,0.0017004,0.000358,0,0,0.0059339,0,0.0008968,0,0.0761647,0,0.0021041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2202654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001224,0,0,0.0008037,0.2222351,0.1900473,0,0,0,0,0,0,0,0,0,"B"
"577_12M",0.0750834,0,0,8.52e-05,0.00876,0,8.78e-05,0,0,0,0.0057788,0.0005272,0,0.0702499,0,0,0.0001562,0,0,0,0.0041166,0,0.005065,0.0077363,0,0.0028403,0,0,0,0.0066426,0,0,0,0,0,0,0,0.0014147,0.0082565,0.0064223,0,0.0067772,0,0,0,0,0,0.0047471,0.0033083,0.0003177,0,0,0,0,0,0,3.11e-05,0,0,0.0079251,0,0,0,0.1324292,0.0010582,0,0.007586,0.0163177,0,6.62e-05,0,0.0003067,0.0302907,0,0.0010058,0.0201181,0,0.0097124,0,0,0,0.0001156,0,0,0.0002311,0,0,0.0001952,0,0,0.1680918,0,1.01e-05,0,0.0094025,0,0,5.75e-05,0,0,0.0011933,"12M"
"577_4M",0.01622,0,0,0,0,0,0.0376978,0,0,0,0,0,0,0,0,0,0,0.0002462,0,0,0,4.66e-05,0,0,0.0001118,0.1351442,0,0.0006931,0.0001614,0,0,0,0.0015768,0,0.0003644,0.0001387,0.0022896,0,0.1440819,0.0157106,0,0,0.0013223,0.0001494,0.0002543,0,0,0.0026475,0,0,0,0,0,7.87e-05,0,0,8.39e-05,0,0.0004983,0.1656995,0,0,0,0,0.0004901,0,0,0.2103944,0,0.0003385,0,0.0009909,0.0188425,0.0001594,0,0.0916175,0,0,0,9.8e-05,0,0.0001323,3.74e-05,0,0,0,1.13e-05,0,1.17e-05,0,0,0,0.1132181,0,0,0,0,0,0,0,0.0012392,"4M"
"577_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14e-05,0,0,0,0.0012954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"582_12M",0.0425598,0,0.1294667,0,0.0002611,0,0.0061577,3.58e-05,0,0,0,0,0.002473,0.0411071,0,3.13e-05,0.0203551,0,5.82e-05,0,0,0,0.0636022,0.0050382,0,0,0,0,0.0017175,0,0,0,0.0039895,0.0002387,0,0.0001558,0.0001971,0.4269981,0,2.4e-06,0.0001523,0,0,0,0.0022896,0,0,0.0093564,0,0.0139557,0,0,0,0.0003548,0.0018524,0,0,0,0,0,0,0,0.0034007,0.0377138,0,0,0,0.0923116,0,0,0,0,0.000426,0,0,0,0,0,0.0041362,0,0.000809,0,0.0005022,0,0.0277549,0,0,0,0.0039484,0,0.0121748,0,0.0001665,0.0002081,0.0029282,0,0.0001872,0,0.00042,0,0.0027379,"12M"
"582_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001247,0,0,0,0,0,0,0,0,0,0,0.0007122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9978722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001724,0,0,0,6.17e-05,0,0,0,0,"B"
"585_4M",0,0,0,0,0,0,0,0,0,0,0,0.0001403,0,0,0,0,0,0,0,0,0,0,0,0,0.0002465,3.96e-05,0,0.0027473,0,0,0,0,0,0,0.0001517,7.54e-05,0,0,0,0.0001317,0,0,0.0143563,4.02e-05,0,0,0,0,9.87e-05,1.79e-05,0,0,0,0,0,0.00148,0,0,0.0001283,0,0,0.0003925,0,0,0,0,0,1.37e-05,0,0,0,0,0,5e-05,0,0,0,0,0.0045792,4.41e-05,0,0,0,0,0,0.0015209,0.000261,0.020178,0,0,0.9367655,0,0.0004102,0,0.003022,0,0,0,0,0,0.0060868,"4M"
"585_B",0,0,0,0,0,0,0,0,0,0.0001455,0,0,0,0,0,0,0,0.0052613,0,0,0,0,0,0,0.001087,0,0,0,0,0,0,0,0.0077807,0,0,0.0189643,0,0,0,8.31e-05,0,0,0,0.0675044,0.001451,0.0135482,0,0,0,0.0360108,0,0,0,0.0003769,0,0,0,0,0.0033661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004142,0,0,0,0,0,0.0012402,0,1.14e-05,0,0,0,0,0,0,0,0,0,0.8391517,"B"
"587_B",0,0,0,0,0,0,0,0,0,2.04e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267,0,0,0,0.0002859,0.0006916,0,0,0,0,0,0,0,0.792015,0.0003488,0.0588206,0,0,0.0056781,0.0009726,0,0.000389,0,0,0,0.0007371,0,0,0,0,0,0,0,0,5.42e-05,0,0,0,0,5.33e-05,0,0,0,0.0936825,0,0,0,0,8.25e-05,0,0,1.92e-05,0,0,0,0,0,0,0,0,0,0,0,0.000174,0,0,0.0072528,0,0,0,0,0,0,0,0,0,0,"B"
"589_12M",0.0304749,0,0,0,0.0009389,0.002048,0.0001223,0,0,0,0.1110498,3.81e-05,0,0.0413374,0.0208765,0,0,0,0,0,0,0,0,0.0695999,2.96e-05,0.0135271,0,0,0.0004434,1.07e-05,0.0002236,0,0.0139832,1.34e-05,0,0.000357,0.0229852,0,0.148098,0.1240199,0,0.0078073,0,0,0.0062598,0,0,0.0008433,0,0.0021227,0.0004219,0,0,0.0009202,0,0,0,8.01e-05,0.0001679,0,0,0,0.0005505,0.1308612,0,0,0.002174,0.0125669,5.92e-05,3.74e-05,4.43e-05,0.000124,8.24e-05,0.0001231,0.0001272,0.0128478,0.0169199,0.0276979,0.0003098,1.94e-05,0,1.49e-05,0.016293,0,0,0,3.76e-05,0.0155738,0.0121936,0,0.0089323,0,0,0,0.0001567,0,0,0.0385103,0,0,0.0016933,"12M"
"589_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002191,0,0,0,0,0,2.35e-05,0,0,0.0037266,0,1.13e-05,0,0,0.0002791,0,0,0.0072278,0.0018075,0,8.99e-05,4.83e-05,0,0,0.0060129,0,7.37e-05,0,0.0018668,0,0.0005697,4.39e-05,0.0004342,0,0,0.0001044,0,0,0,2.23e-05,0,0,0,0,0,9e-06,0,0,0,0,3.94e-05,0,0,0,0,0,0,0,0,0,0,5.87e-05,0,0,0.0009012,0,0,0,3.12e-05,0.2217808,0.0003537,0,0.0021186,0,0,0,0,0,0,0,0,0,0,"4M"
"589_B",0,0,0,0,0,0,0,0,0,0.0016203,0,0,0,0,0,0,0,0.0067214,0.000107,0,0,0,0,0,0.0012354,0,0.006603,0.0075383,0,1.1e-05,0,0,0,0,0,0,0,1.1e-06,7.42e-05,1.72e-05,0,0,0,0.0050117,0,0.0002782,0,0,0,0.0026467,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54e-05,0,0,0,5.7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001526,0.5616968,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"590_12M",0,0,0,0.0196308,0,0.0026487,0.1225963,0.0005181,0,0,0,0.0019581,0,0,0,0.0003039,0,0,0,0.0135993,0,0,0,0,0,0.2581114,0,0,0.0001509,0,0,0,0.000739,0.0017059,0,0.0002482,0.0003609,0.0003832,0.0003602,0.0012015,8.2e-06,0,0,0,0.0012471,0,7e-06,0.0126917,3.2e-05,0.0007032,0.002098,0,0,0.0001023,0,0.0062087,0,0,0,0,0.2320008,0.0025221,0,2.55e-05,0.0004149,0,0,0.1630404,0.0003075,0,0.0013737,0,0.0003898,0,0,0.0001985,0,0,0.00223,0,0,0,0,4.2e-06,0.0005621,0,0,0,0.0042618,0.0001019,0.0634742,0,0,0.0024981,0.0227763,0,3.73e-05,0,0,0,0.006561,"12M"
"590_4M",0.0165489,0,0,0,0,0,0.0078529,0,0,5.51e-05,8.3e-06,0,0,0,0,0,0,0,0,0,0.0199118,0,0,0,0.0002708,0.0118072,0,0,0,0.1021369,0,0,0,0,0,0,0,0,0.1309298,0.0339115,0,0,0.039816,0.0009984,0,0,0.0004696,0.0069602,0.0005749,0,0.0040857,0,0,0,0,0,5.16e-05,0,0.0003244,0.0642147,0.0912758,0,0,5.55e-05,0.0004032,0.0018951,0,0.0093496,0.0006577,0.0003241,0,0.0008682,4.88e-05,0,0,0.0548935,0,0,0,5.8e-05,0,0.0001378,0,0,0,0.0001134,3.01e-05,0.0273859,0,0.0008534,0.1444844,0,7.1e-05,0,0,0,0.0470164,0,0,0,0,"4M"
"590_B",0,0,0,0.0050404,0,0,0.0394477,0,0,5.38e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001414,0.0017705,0,0.0033514,1.25e-05,0.0204779,0,0,0,0,0,0,0,0,0.7118541,0.0105708,0,0,0,0.000279,0,0,0.0014499,0,0.0014163,0.000309,0,0,0,0,0,0,3.69e-05,0,0.0001215,0.0059771,0.0078795,0,0,0,0.0003508,0,0,0.0244022,0,9.54e-05,0,0.0003917,0,0,0,0.0322443,0,0,3e-05,0,0,2.93e-05,0,0,0,0,0,0,0,0,0.0294697,0,0,0,0,0,0.0025912,0,0.003846,0,0,"B"
"591_12M",0,0,0,0,0,0,0.4298158,0.0021303,0,0,0,0.0023346,0,0,0,0.0002074,0,0,0,0,0,0,0,0,0.0001023,0,0,5.18e-05,0.000109,0.0001171,4.75e-05,0,0.0001536,1.04e-05,0,0.0925383,7.59e-05,0.1456544,2.2e-05,0.0002481,0,0,0,0,4.44e-05,0,0.002101,0.0025851,0.0056629,0.0018953,0,0,0,0,2.82e-05,0.003836,0,0.0003314,0,0,0.0944497,0.012162,0,8.72e-05,0,0,0,0.0599856,0,0,0,0,0.0028753,0,0,0,0,8e-06,0.0005092,7.8e-06,0,0,9.64e-05,4.66e-05,0.0219669,0,0,0,0.0003479,0,0,0,0,0,0.0257487,0.0007419,0,0.0002243,0,4.3e-06,0.085384,"12M"
"591_B",0,0,0,0,0,0,0.1378993,0,0,0,0,0,0,0,0,0,0,0.0077853,0,0,0,0,0,0,0.0001219,0.0009615,0,0,0,0.0225674,0,0,0.0009378,6.6e-05,0,0,0,0.064555,0.0105188,0.0001106,0,0,0,0.0468279,0.0002109,0,0,1.8e-06,0,0.0001383,0.0009422,0,0,3.41e-05,0,0,0,0,0,0,6.89e-05,0,0,0,0,0,0,0.0051536,0.0002473,1.11e-05,0,0,0,0,0,0.0002085,0,0,0,0,0,0,9.92e-05,0,0,0,0.0002455,0,1.67e-05,0,0.251549,0,0,0,0,0,0.4409781,0,0,0,0,"B"
"598_12M",0.0634508,0,0.0048519,0,0,0.0006739,0.0171662,0,0.0480971,0,0,0.0001711,0,0.0027053,0,0.0002633,0.0296326,0,0,2.93e-05,0,0.3687006,0.0032563,0.1068415,0,0,0,3.27e-05,0,0.0225468,0,0,0.0033309,2.44e-05,0,0.0001517,0.000853,0.0004453,0,0,0,0,0,0.0009198,0.0023592,0,0,0.0011692,0,0.0017277,0.0005393,0,1.68e-05,5.12e-05,8.01e-05,0.0028097,0,0,0.0001034,0,0.1170023,0,0.0007518,0.0406575,8.4e-06,0,0.0035014,0.0510739,9.41e-05,0,0,0,0,0,0.0006355,0,0,0,0.0002096,0,0,0,0.0007039,0,0.0052784,0,1.63e-05,0,0.0003852,0,0.0118899,0.0002895,0,1.63e-05,0.0008981,0.000564,2.48e-05,0,0,0.0696199,0.0021641,"12M"
